timestamp,model_name,trace_length,target_steps,downsample_factor,m_param,optimizer,lr_schedule,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260520_121001,CNN,350,50,7,16,Adam,"step_decay(gamma=0.95, step=3)",0.0038160356256875137,128,30,50,26,0.241391,3061,59.8255,95.8843,72.8792,93.8614,93.9155,96.9826,cuda,./saved_models/CNN_m16_len350_trial26.pth
