timestamp,model_name,trace_length,target_steps,downsample_factor,m_param,optimizer,lr_schedule,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260520_192919,CNN,500,50,10,16,Adam,"step_decay(gamma=0.95, step=3)",0.004409934410245463,128,30,50,36,0.230368,3061,62.3493,96.9234,74.3829,94.0928,94.5304,97.0404,cuda,./saved_models/CNN_m16_len500_trial36.pth
