timestamp,model_name,trace_length,target_steps,downsample_factor,m_param,optimizer,lr_schedule,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260520_135840,CNN,400,50,8,16,Adam,"step_decay(gamma=0.95, step=3)",0.004203750764426028,512,30,50,2,0.236595,3061,60.7637,96.3711,73.2527,93.9737,94.2709,97.0244,cuda,./saved_models/CNN_m16_len400_trial2.pth
