timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_135832,Baseline_Threshold,all,450,89.3067,89.3067,93.9815,96.4623,72.8203,89.8683,93.6726,96.0710
