timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260507_174644,FNN,all,150,Adam,0.0004106132992098455,1024,25,10,4,1.738708,59357,7,l1: Linear | bn1: BatchNorm1d | l2: Linear | bn2: BatchNorm1d | l3: Linear | relu: ReLU | dropout: Dropout,43.0100,87.0950,68.3250,91.1175,86.9463,91.0350,cuda,./saved_models/FNN_len150_trial4.pth
