timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_133940,Baseline_Threshold,all,850,88.1008,88.1008,92.2864,96.6492,73.1728,86.5820,92.5828,93.6254
