timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260512_001205,HERQULES_Net_rmf,all,450,Adam,0.0021272944880493094,256,25,10,3,1.188994,1002,4,hid1: Linear | hid2: Linear | oupt: Linear | relu: ReLU,60.7812,96.5913,74.0575,92.9438,94.0712,96.8888,cuda,./saved_models/HERQULES_rmf_len450_trial3.pth
