timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_133940,Baseline_Threshold,all,750,88.4358,88.4358,92.7430,96.7654,73.1167,87.3080,92.9466,94.2144
