timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_131942,Baseline_Threshold,all,150,82.3779,82.3779,86.7019,84.7266,67.1333,89.5563,85.0792,87.5338
