timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260508_013738,KLiNQ_Student,3,150,Adam,0.0004502030721378358,64,25,10,0,0.329289,5185,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,86.7975,nan,nan,nan,86.7975,nan,4,0.5,cuda,./saved_models/KLiNQ_student_q3_len150_trial0.pth
