timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,m_param,device,model_path
20260515_052827,CNN,all,250,Adam,0.002470918185618141,128,25,30,20,0.280000,10725,15,conv1: Conv1d | bn1: BatchNorm1d | conv2: Conv1d | bn2: BatchNorm1d | res_block: ResidualBlock1D | res_block.conv1: Conv1d | res_block.bn1: BatchNorm1d | res_block.conv2: Conv1d | res_block.bn2: BatchNorm1d | res_block.shortcut: Identity | output_layers.0: Linear | output_layers.1: Linear | output_layers.2: Linear | output_layers.3: Linear | output_layers.4: Linear,52.5581,91.8339,70.2847,93.0594,91.0987,95.9351,32,cuda,./saved_models/CNN_len250_trial20.pth
