timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_195453,Baseline_Threshold,all,400,89.3036,89.3036,94.0526,96.0666,72.5875,90.3217,93.6171,96.3306
