timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_131942,Baseline_Threshold,all,100,73.8775,73.8775,76.7241,75.2889,63.5086,84.0487,74.9291,73.0827
