timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260510_212150,KLiNQ_Student,3,350,Adam,0.00019682067591774176,256,25,10,1,0.202930,11585,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,94.0025,nan,nan,nan,94.0025,nan,5,0.9,cuda,./saved_models/KLiNQ_student_q3_len350_trial1.pth
