timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,patch_size,embedding_dim,num_heads,dropout,device,model_path
20260509_193051,Transformer,all,250,Adam,0.00017780504616383278,32,25,10,7,1.347420,3963168,5,patch_embed: PatchEmbedding | patch_embed.projection: Linear | pos_encoder: PositionalEncoding | transformer_encoder.layers.0: TransformerEncoderLayer | transformer_encoder.layers.0.self_attn: MultiheadAttention | transformer_encoder.layers.0.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.0.linear1: Linear | transformer_encoder.layers.0.dropout: Dropout | transformer_encoder.layers.0.linear2: Linear | transformer_encoder.layers.0.norm1: LayerNorm | transformer_encoder.layers.0.norm2: LayerNorm | transformer_encoder.layers.0.dropout1: Dropout | transformer_encoder.layers.0.dropout2: Dropout | transformer_encoder.layers.1: TransformerEncoderLayer | transformer_encoder.layers.1.self_attn: MultiheadAttention | transformer_encoder.layers.1.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.1.linear1: Linear | transformer_encoder.layers.1.dropout: Dropout | transformer_encoder.layers.1.linear2: Linear | transformer_encoder.layers.1.norm1: LayerNorm | transformer_encoder.layers.1.norm2: LayerNorm | transformer_encoder.layers.1.dropout1: Dropout | transformer_encoder.layers.1.dropout2: Dropout | transformer_encoder.layers.2: TransformerEncoderLayer | transformer_encoder.layers.2.self_attn: MultiheadAttention | transformer_encoder.layers.2.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.2.linear1: Linear | transformer_encoder.layers.2.dropout: Dropout | transformer_encoder.layers.2.linear2: Linear | transformer_encoder.layers.2.norm1: LayerNorm | transformer_encoder.layers.2.norm2: LayerNorm | transformer_encoder.layers.2.dropout1: Dropout | transformer_encoder.layers.2.dropout2: Dropout | transformer_encoder.layers.3: TransformerEncoderLayer | transformer_encoder.layers.3.self_attn: MultiheadAttention | transformer_encoder.layers.3.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.3.linear1: Linear | transformer_encoder.layers.3.dropout: Dropout | transformer_encoder.layers.3.linear2: Linear | transformer_encoder.layers.3.norm1: LayerNorm | transformer_encoder.layers.3.norm2: LayerNorm | transformer_encoder.layers.3.dropout1: Dropout | transformer_encoder.layers.3.dropout2: Dropout | transformer_encoder.layers.4: TransformerEncoderLayer | transformer_encoder.layers.4.self_attn: MultiheadAttention | transformer_encoder.layers.4.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.4.linear1: Linear | transformer_encoder.layers.4.dropout: Dropout | transformer_encoder.layers.4.linear2: Linear | transformer_encoder.layers.4.norm1: LayerNorm | transformer_encoder.layers.4.norm2: LayerNorm | transformer_encoder.layers.4.dropout1: Dropout | transformer_encoder.layers.4.dropout2: Dropout | classifier.0: LayerNorm | classifier.1: Linear,54.7412,93.3000,70.8675,92.8775,92.1425,96.5337,10,256,4,0.24870749655344826,cuda,./saved_models/Transformer_len250_trial7.pth
