timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260511_090027,HERQULES_Net_rmf,all,400,Adam,0.0017408690057817528,128,25,10,2,1.202659,1002,4,hid1: Linear | hid2: Linear | oupt: Linear | relu: ReLU,60.4862,96.4725,73.7062,92.9150,94.1688,96.8875,cuda,./saved_models/HERQULES_rmf_len400_trial2.pth
