timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260511_212319,FNN,all,450,Adam,0.00010969775725916521,128,25,10,1,1.165370,515507,7,l1: Linear | bn1: BatchNorm1d | l2: Linear | bn2: BatchNorm1d | l3: Linear | relu: ReLU | dropout: Dropout,61.9138,96.6975,74.3500,93.6688,94.3900,96.9425,cuda,./saved_models/FNN_len450_trial1.pth
