timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_131942,Baseline_Threshold,all,300,88.8320,88.8320,93.7918,94.6605,71.4807,91.0206,93.0255,96.5493
