timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_131942,Baseline_Threshold,all,250,88.0801,88.0801,93.0686,92.9516,70.6604,91.1635,92.0276,96.2095
