timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,patch_size,embedding_dim,num_heads,dropout,device,model_path
20260507_172703,Transformer,all,100,Adam,5.4004201861685475e-05,32,25,10,6,2.379591,108704,2,patch_embed: PatchEmbedding | patch_embed.projection: Linear | pos_encoder: PositionalEncoding | transformer_encoder.layers.0: TransformerEncoderLayer | transformer_encoder.layers.0.self_attn: MultiheadAttention | transformer_encoder.layers.0.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.0.linear1: Linear | transformer_encoder.layers.0.dropout: Dropout | transformer_encoder.layers.0.linear2: Linear | transformer_encoder.layers.0.norm1: LayerNorm | transformer_encoder.layers.0.norm2: LayerNorm | transformer_encoder.layers.0.dropout1: Dropout | transformer_encoder.layers.0.dropout2: Dropout | transformer_encoder.layers.1: TransformerEncoderLayer | transformer_encoder.layers.1.self_attn: MultiheadAttention | transformer_encoder.layers.1.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.1.linear1: Linear | transformer_encoder.layers.1.dropout: Dropout | transformer_encoder.layers.1.linear2: Linear | transformer_encoder.layers.1.norm1: LayerNorm | transformer_encoder.layers.1.norm2: LayerNorm | transformer_encoder.layers.1.dropout1: Dropout | transformer_encoder.layers.1.dropout2: Dropout | classifier.0: LayerNorm | classifier.1: Linear,26.4075,78.0700,64.5887,86.2587,77.4025,77.5288,50,64,8,0.13916897062803418,cuda,./saved_models/Transformer_len100_trial6.pth
