timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,patch_size,embedding_dim,num_heads,dropout,device,model_path
20260511_061656,Transformer,all,350,Adam,1.8577946686575626e-05,32,25,10,4,1.223219,612256,3,patch_embed: PatchEmbedding | patch_embed.projection: Linear | pos_encoder: PositionalEncoding | transformer_encoder.layers.0: TransformerEncoderLayer | transformer_encoder.layers.0.self_attn: MultiheadAttention | transformer_encoder.layers.0.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.0.linear1: Linear | transformer_encoder.layers.0.dropout: Dropout | transformer_encoder.layers.0.linear2: Linear | transformer_encoder.layers.0.norm1: LayerNorm | transformer_encoder.layers.0.norm2: LayerNorm | transformer_encoder.layers.0.dropout1: Dropout | transformer_encoder.layers.0.dropout2: Dropout | transformer_encoder.layers.1: TransformerEncoderLayer | transformer_encoder.layers.1.self_attn: MultiheadAttention | transformer_encoder.layers.1.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.1.linear1: Linear | transformer_encoder.layers.1.dropout: Dropout | transformer_encoder.layers.1.linear2: Linear | transformer_encoder.layers.1.norm1: LayerNorm | transformer_encoder.layers.1.norm2: LayerNorm | transformer_encoder.layers.1.dropout1: Dropout | transformer_encoder.layers.1.dropout2: Dropout | transformer_encoder.layers.2: TransformerEncoderLayer | transformer_encoder.layers.2.self_attn: MultiheadAttention | transformer_encoder.layers.2.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.2.linear1: Linear | transformer_encoder.layers.2.dropout: Dropout | transformer_encoder.layers.2.linear2: Linear | transformer_encoder.layers.2.norm1: LayerNorm | transformer_encoder.layers.2.norm2: LayerNorm | transformer_encoder.layers.2.dropout1: Dropout | transformer_encoder.layers.2.dropout2: Dropout | classifier.0: LayerNorm | classifier.1: Linear,59.2925,95.7963,72.8150,93.3025,93.7537,96.8375,50,128,4,0.26833802038694,cuda,./saved_models/Transformer_len350_trial4.pth
