timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260512_054822,KLiNQ_Student,3,450,Adam,0.00014349431625663246,512,25,10,4,0.201117,14785,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,94.4650,nan,nan,nan,94.4650,nan,4,0.5,cuda,./saved_models/KLiNQ_student_q3_len450_trial4.pth
