timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260514_103426,Arxiv240618807FNN,4,450,Adam,0.008873406901690431,128,25,10,9,0.142718,65,6,fc1: Linear | relu1: ReLU | fc2: Linear | relu2: ReLU | fc3: Linear | sigmoid: Sigmoid,96.0025,nan,nan,nan,nan,96.0025,cuda,./saved_models/Arxiv_q4_len450_trial9.pth
