timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260509_195044,FNN,all,300,Adam,0.00019750653416300752,1024,25,10,0,1.230274,231182,7,l1: Linear | bn1: BatchNorm1d | l2: Linear | bn2: BatchNorm1d | l3: Linear | relu: ReLU | dropout: Dropout,58.9638,95.3113,72.9750,93.3113,93.5950,96.9113,cuda,./saved_models/FNN_len300_trial0.pth
