timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260509_225958,HERQULES_Net_rmf,all,300,Adam,0.000976900367946465,64,25,10,6,1.253692,1002,4,hid1: Linear | hid2: Linear | oupt: Linear | relu: ReLU,58.0113,95.2762,72.3263,92.8575,93.4763,96.8312,cuda,./saved_models/HERQULES_rmf_len300_trial6.pth
