timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260508_154747,KLiNQ_Student,2,200,Adam,0.0015507239985895838,64,25,10,6,0.218545,6785,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,92.7212,nan,nan,92.7212,nan,nan,3,0.7,cuda,./saved_models/KLiNQ_student_q2_len200_trial6.pth
