timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260506_100054,HERQULES_Net_rmf,all,50,Adam,0.0014518570837311472,512,25,10,4,3.210607,1002,4,hid1: Linear | hid2: Linear | oupt: Linear | relu: ReLU,9.1300,62.5563,58.6713,69.9600,60.7175,57.9675,cuda,./saved_models/HERQULES_rmf_len50_trial4.pth
