timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260507_235719,KLiNQ_Student,2,150,Adam,0.0015795443409158216,64,25,10,4,0.249078,5185,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,91.1875,nan,nan,91.1875,nan,nan,2,0.9,cuda,./saved_models/KLiNQ_student_q2_len150_trial4.pth
