timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260507_215956,KLiNQ_Student,0,150,Adam,0.005388655421181657,128,25,10,7,0.313009,5185,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,87.0537,87.0537,nan,nan,nan,nan,1,0.9,cuda,./saved_models/KLiNQ_student_q0_len150_trial7.pth
