timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260507_094905,KLiNQ_Student,4,100,Adam,0.0006182744489339426,128,25,10,3,0.471424,3585,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,77.6125,nan,nan,nan,nan,77.6125,2,0.7,cuda,./saved_models/KLiNQ_student_q4_len100_trial3.pth
