timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,temperature,alpha,device,model_path
20260512_230123,KLiNQ_Student,4,500,Adam,0.000329108980219022,256,25,10,2,0.138399,16385,5,fc1: Linear | bn1: BatchNorm1d | fc2: Linear | bn2: BatchNorm1d | fc3: Linear,96.9100,nan,nan,nan,nan,96.9100,2,0.3,cuda,./saved_models/KLiNQ_student_q4_len500_trial2.pth
