timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260513_140510,CNN,all,150,Adam,0.0007751343641732614,128,25,30,5,0.457759,957,15,conv1: Conv1d | bn1: BatchNorm1d | conv2: Conv1d | bn2: BatchNorm1d | res_block: ResidualBlock1D | res_block.conv1: Conv1d | res_block.bn1: BatchNorm1d | res_block.conv2: Conv1d | res_block.bn2: BatchNorm1d | res_block.shortcut: Identity | output_layers.0: Linear | output_layers.1: Linear | output_layers.2: Linear | output_layers.3: Linear | output_layers.4: Linear,28.4173,79.6903,65.0735,87.2721,79.0050,79.3879,cuda,./saved_models/CNN_len150_trial5.pth
