timestamp,model_name,target_qubit,trace_length,overall_accuracy,geometric_mean_accuracy,geometric_mean_accuracy_excl_q1,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy
20260514_200826,Baseline_Threshold,all,550,89.1058,89.1058,93.6289,96.7823,73.0954,88.9470,93.5199,95.4571
