timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,patch_size,embedding_dim,num_heads,dropout,device,model_path
20260511_210843,Transformer,all,400,Adam,0.00022751841295975874,32,25,10,5,1.173283,308640,6,patch_embed: PatchEmbedding | patch_embed.projection: Linear | pos_encoder: PositionalEncoding | transformer_encoder.layers.0: TransformerEncoderLayer | transformer_encoder.layers.0.self_attn: MultiheadAttention | transformer_encoder.layers.0.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.0.linear1: Linear | transformer_encoder.layers.0.dropout: Dropout | transformer_encoder.layers.0.linear2: Linear | transformer_encoder.layers.0.norm1: LayerNorm | transformer_encoder.layers.0.norm2: LayerNorm | transformer_encoder.layers.0.dropout1: Dropout | transformer_encoder.layers.0.dropout2: Dropout | transformer_encoder.layers.1: TransformerEncoderLayer | transformer_encoder.layers.1.self_attn: MultiheadAttention | transformer_encoder.layers.1.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.1.linear1: Linear | transformer_encoder.layers.1.dropout: Dropout | transformer_encoder.layers.1.linear2: Linear | transformer_encoder.layers.1.norm1: LayerNorm | transformer_encoder.layers.1.norm2: LayerNorm | transformer_encoder.layers.1.dropout1: Dropout | transformer_encoder.layers.1.dropout2: Dropout | transformer_encoder.layers.2: TransformerEncoderLayer | transformer_encoder.layers.2.self_attn: MultiheadAttention | transformer_encoder.layers.2.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.2.linear1: Linear | transformer_encoder.layers.2.dropout: Dropout | transformer_encoder.layers.2.linear2: Linear | transformer_encoder.layers.2.norm1: LayerNorm | transformer_encoder.layers.2.norm2: LayerNorm | transformer_encoder.layers.2.dropout1: Dropout | transformer_encoder.layers.2.dropout2: Dropout | transformer_encoder.layers.3: TransformerEncoderLayer | transformer_encoder.layers.3.self_attn: MultiheadAttention | transformer_encoder.layers.3.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.3.linear1: Linear | transformer_encoder.layers.3.dropout: Dropout | transformer_encoder.layers.3.linear2: Linear | transformer_encoder.layers.3.norm1: LayerNorm | transformer_encoder.layers.3.norm2: LayerNorm | transformer_encoder.layers.3.dropout1: Dropout | transformer_encoder.layers.3.dropout2: Dropout | transformer_encoder.layers.4: TransformerEncoderLayer | transformer_encoder.layers.4.self_attn: MultiheadAttention | transformer_encoder.layers.4.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.4.linear1: Linear | transformer_encoder.layers.4.dropout: Dropout | transformer_encoder.layers.4.linear2: Linear | transformer_encoder.layers.4.norm1: LayerNorm | transformer_encoder.layers.4.norm2: LayerNorm | transformer_encoder.layers.4.dropout1: Dropout | transformer_encoder.layers.4.dropout2: Dropout | transformer_encoder.layers.5: TransformerEncoderLayer | transformer_encoder.layers.5.self_attn: MultiheadAttention | transformer_encoder.layers.5.self_attn.out_proj: NonDynamicallyQuantizableLinear | transformer_encoder.layers.5.linear1: Linear | transformer_encoder.layers.5.dropout: Dropout | transformer_encoder.layers.5.linear2: Linear | transformer_encoder.layers.5.norm1: LayerNorm | transformer_encoder.layers.5.norm2: LayerNorm | transformer_encoder.layers.5.dropout1: Dropout | transformer_encoder.layers.5.dropout2: Dropout | classifier.0: LayerNorm | classifier.1: Linear,60.9263,96.2812,73.7550,93.7800,94.1112,96.9262,50,64,8,0.14333154005901727,cuda,./saved_models/Transformer_len400_trial5.pth
