timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,m_param,device,model_path
20260514_161742,CNN,all,100,Adam,0.0003726530976337085,128,25,30,20,0.596757,3061,15,conv1: Conv1d | bn1: BatchNorm1d | conv2: Conv1d | bn2: BatchNorm1d | res_block: ResidualBlock1D | res_block.conv1: Conv1d | res_block.bn1: BatchNorm1d | res_block.conv2: Conv1d | res_block.bn2: BatchNorm1d | res_block.shortcut: Identity | output_layers.0: Linear | output_layers.1: Linear | output_layers.2: Linear | output_layers.3: Linear | output_layers.4: Linear,13.4706,68.0414,60.9534,77.1887,66.3508,63.3731,16,cuda,./saved_models/CNN_len100_trial20.pth
