timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260512_192005,KLiNQ_Teacher,2,500,Adam,0.00011630983175495692,512,25,10,2,0.211784,66369,7,l1: Linear | bn1: BatchNorm1d | l2: Linear | bn2: BatchNorm1d | l3: Linear | relu: ReLU | dropout: Dropout,93.5662,nan,nan,93.5662,nan,nan,cuda,./saved_models/KLiNQ_teacher_q2_len500_trial2.pth
