timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260510_023414,KLiNQ_Teacher,2,300,Adam,0.0002486906599355167,256,25,10,4,0.216584,40769,7,l1: Linear | bn1: BatchNorm1d | l2: Linear | bn2: BatchNorm1d | l3: Linear | relu: ReLU | dropout: Dropout,93.3087,nan,nan,93.3087,nan,nan,cuda,./saved_models/KLiNQ_teacher_q2_len300_trial4.pth
