timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260506_235733,FNN,all,100,Adam,0.0011518066964756044,512,25,10,9,2.382932,27082,7,l1: Linear | bn1: BatchNorm1d | l2: Linear | bn2: BatchNorm1d | l3: Linear | relu: ReLU | dropout: Dropout,26.4600,78.3800,64.8000,86.5787,77.7425,77.4437,cuda,./saved_models/FNN_len100_trial9.pth
