timestamp,model_name,target_qubit,trace_length,optimizer,learning_rate,batch_size,epochs,n_optuna_trials,best_trial_number,best_val_loss,total_parameters,num_layers,layer_descriptions,overall_accuracy,qubit_0_accuracy,qubit_1_accuracy,qubit_2_accuracy,qubit_3_accuracy,qubit_4_accuracy,device,model_path
20260508_114049,HERQULES_Net_rmf,all,200,Adam,0.0030246362749364285,64,25,10,0,1.438922,1002,4,hid1: Linear | hid2: Linear | oupt: Linear | relu: ReLU,51.4550,91.5088,69.7963,92.4275,90.7338,95.8125,cuda,./saved_models/HERQULES_rmf_len200_trial0.pth
